side,count,mean,std,min,50%,90%,95%,99%,max
BUY,5742.0,31.24287704632537,26.238783599703133,0.1999999999981128,24.500000000000455,73.08999999999975,84.99499999999954,100.7590000000008,140.39999999999964
SELL,5840.0,35.99472602739725,27.01518052930505,0.10000000000047748,31.499999999999773,68.7999999999991,83.71499999999904,134.50999999999897,189.69999999999914
