hold,side,sum_pips,mean_pips
170,BUY,21895.937197098014,3.7921609277966772
170,SELL,-35434.12874256437,-6.071646460343449
240,BUY,33092.439413053595,5.731284969354623
240,SELL,-51611.94249317692,-8.843718727412083
310,BUY,38638.61007114858,6.691827168539761
310,SELL,-56899.98854666603,-9.749826687228586
