side,count,mean,std,min,50%,90%,95%,99%,max
BUY,5774.0,30.44163491513686,25.722549980711435,0.1999999999981128,23.799999999999955,70.09999999999934,84.33499999999904,102.89999999999964,140.39999999999964
SELL,5836.0,35.814153529815044,26.877989998216098,0.10000000000047748,31.60000000000025,68.39999999999975,82.69999999999982,136.00000000000037,181.70000000000073
